Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Collection_time,colony_height_m,colony_width1,colony_width2,concatenated_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,env_broad_scale,env_local_scale,env_medium,Experiment,field_host_genus_id,field_host_species_id,FileName_Forward,FileName_Reverse,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,individual_sample_name,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,parent_colony,Platform,ReleaseDate,create_date,version,Sample Name,sampling_reef_name_detail,sampling_reef_name,SRA Study,status,Substrate,tag_color,tag_number,temperature,Transplant_YN,Transplantation_status,Transplanted_from,transplanted_to,visibility_m,survivorship
SRR12022610,AMPLICON,302,10151126,PRJNA639618,SAMN15241281,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3724721,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-18,1904-01-01T10:43:00,10,30,22,20161018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.4,coral reef,not applicable,tissue,SRX8554350,Siderastrea,siderea,C734_S123_L001_R1_001.fastq.gz,C734_S123_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Siderastrea siderea,E18.Side.sid.R3A.20161018.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Side.sid.RNA.NA.20161018.T.C734,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C734,Rosario_3A,Rosario,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,10,NA
SRR12022611,AMPLICON,302,26806426,PRJNA639618,SAMN15241280,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",8820564,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-18,1904-01-01T10:35:00,70,80,90,20161018,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554349,Orbicella,faveolata,C733_S29_L001_R1_001.fastq.gz,C733_S29_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef",Orbicella faveolata,E18.Orbi.fav.R3A.20161018.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.RNA.NA.20161018.T.C733,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C733,Rosario_3A,Rosario,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,10,NA
SRR12022623,AMPLICON,302,9946974,PRJNA639618,SAMN15241245,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3301454,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-17,1904-01-01T10:41:00,1,3,5,20161017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554337,Orbicella,faveolata,C697_S109_L001_R1_001.fastq.gz,C697_S109_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R30.pre.20161017.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R30.pre.20161017.T.C697,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_26,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C697,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,30,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022624,AMPLICON,302,30125708,PRJNA639618,SAMN15241244,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",10320603,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-17,1904-01-01T10:38:00,1,3,5,20161017,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554336,Orbicella,faveolata,C696_S22_L001_R1_001.fastq.gz,C696_S22_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R29.pre.20161017.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R29.pre.20161017.T.C696,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_26,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C696,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,29,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022626,AMPLICON,302,14895546,PRJNA639618,SAMN15241243,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",5114528,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-16,1904-01-01T16:27:00,1,3,5,20161016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554334,Orbicella,faveolata,C694_S108_L001_R1_001.fastq.gz,C694_S108_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R25.pre.20161016.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R25.pre.20161016.T.C694,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_21,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C694,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,25,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022627,AMPLICON,302,17001392,PRJNA639618,SAMN15241242,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",5893189,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-16,1904-01-01T16:21:00,1,3,5,20161016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554333,Orbicella,faveolata,C693_S107_L001_R1_001.fastq.gz,C693_S107_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R24.pre.20161016.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R24.pre.20161016.T.C693,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_21,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C693,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,24,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022628,AMPLICON,302,19560540,PRJNA639618,SAMN15241241,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",6857884,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-16,1904-01-01T16:15:00,1,3,5,20161016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554332,Orbicella,faveolata,C692_S106_L001_R1_001.fastq.gz,C692_S106_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R23.pre.20161016.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R23.pre.20161016.T.C692,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_21,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C692,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,23,30,y,pretransplantation,Rosario,pretransplantation,35,dead
SRR12022629,AMPLICON,302,16623892,PRJNA639618,SAMN15241240,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",5765134,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-16,1904-01-01T16:09:00,1,3,5,20161016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554331,Orbicella,faveolata,C691_S105_L001_R1_001.fastq.gz,C691_S105_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R20.pre.20161016.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R20.pre.20161016.T.C691,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_16,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C691,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,20,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022630,AMPLICON,302,19273338,PRJNA639618,SAMN15241239,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",6700141,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-16,1904-01-01T16:03:00,1,3,5,20161016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554330,Orbicella,faveolata,C690_S104_L001_R1_001.fastq.gz,C690_S104_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R19.pre.20161016.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R19.pre.20161016.T.C690,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_16,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C690,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,19,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022631,AMPLICON,302,22851736,PRJNA639618,SAMN15241238,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",8190372,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-16,1904-01-01T15:57:00,1,3,5,20161016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554329,Orbicella,faveolata,C689_S21_L001_R1_001.fastq.gz,C689_S21_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R18.pre.20161016.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R18.pre.20161016.T.C689,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_16,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C689,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,18,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022632,AMPLICON,302,13908006,PRJNA639618,SAMN15241237,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",4820393,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-16,1904-01-01T15:51:00,1,3,5,20161016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",12.5,coral reef,not applicable,tissue,SRX8554328,Orbicella,faveolata,C688_S103_L001_R1_001.fastq.gz,C688_S103_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Rosario reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.R12.pre.20161016.T,Illumina MiSeq,not applicable,not applicable,10.1866944 N 75.7452778 W,E18.Orbi.fav.R12.pre.20161016.T.C688,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_11,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C688,Rosario,Rosario,SRP267486,Rosario_pretransplantation,transplant_platform,orange,12,30,y,pretransplantation,Rosario,pretransplantation,35,alive
SRR12022652,AMPLICON,302,21185904,PRJNA639618,SAMN15241219,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",7804097,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-16,1904-01-01T12:24:00,1,3,5,20161016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554308,Orbicella,faveolata,C670_S9_L001_R1_001.fastq.gz,C670_S9_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V53.pre.20161016.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V53.pre.20161016.T.C670,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_51,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C670,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,53,30,y,pretransplantation,Varadero,pretransplantation,10,dead
SRR12022653,AMPLICON,302,20197458,PRJNA639618,SAMN15241218,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",7236582,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-16,1904-01-01T12:19:00,1,3,5,20161016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554307,Orbicella,faveolata,C669_S8_L001_R1_001.fastq.gz,C669_S8_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V59.pre.20161016.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V59.pre.20161016.T.C669,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_56,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C669,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,59,30,y,pretransplantation,Varadero,pretransplantation,10,alive
SRR12022654,AMPLICON,302,20424260,PRJNA639618,SAMN15241217,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",7415927,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-16,1904-01-01T12:14:00,1,3,5,20161016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554306,Orbicella,faveolata,C668_S7_L001_R1_001.fastq.gz,C668_S7_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V58.pre.20161016.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V58.pre.20161016.T.C668,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_56,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C668,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,58,30,y,pretransplantation,Varadero,pretransplantation,10,alive
SRR12022655,AMPLICON,302,25120964,PRJNA639618,SAMN15241216,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",9249596,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-16,1904-01-01T12:09:00,1,3,5,20161016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554305,Orbicella,faveolata,C667_S6_L001_R1_001.fastq.gz,C667_S6_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V10.pre.20161016.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V10.pre.20161016.T.C667,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_06,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C667,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,10,30,y,pretransplantation,Varadero,pretransplantation,10,dead
SRR12022656,AMPLICON,302,36331808,PRJNA639618,SAMN15241215,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",11718274,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-16,1904-01-01T12:04:00,1,3,5,20161016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554304,Orbicella,faveolata,C666_S5_L001_R1_001.fastq.gz,C666_S5_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V09.pre.20161016.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V9.pre.20161016.T.C666,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_06,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C666,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,9,30,y,pretransplantation,Varadero,pretransplantation,10,alive
SRR12022657,AMPLICON,302,31382632,PRJNA639618,SAMN15241214,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",10776488,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-16,1904-01-01T11:59:00,1,3,5,20161016,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554303,Orbicella,faveolata,C665_S4_L001_R1_001.fastq.gz,C665_S4_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V08.pre.20161016.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V8.pre.20161016.T.C665,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_06,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C665,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,8,30,y,pretransplantation,Varadero,pretransplantation,10,dead
SRR12022658,AMPLICON,302,13347494,PRJNA639618,SAMN15241160,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",4647449,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:00:00,1,4,5,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554302,Orbicella,faveolata,C606_S177_L001_R1_001.fastq.gz,C606_S177_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V12.pre.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V12.pre.20161014.T.C606,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_11,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C606,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,12,30,y,pretransplantation,Varadero,pretransplantation,10,dead
SRR12022667,AMPLICON,302,17863300,PRJNA639618,SAMN15241205,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",6973382,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-15,1904-01-01T13:13:00,8,28,20,20161015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554293,Siderastrea,siderea,C655_S99_L001_R1_001.fastq.gz,C655_S99_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Siderastrea siderea,E18.Side.sid.V3A.20161015.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Side.sid.VNA.NA.20161015.T.C655,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C655,Varadero_3A,Varadero,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,9,NA
SRR12022668,AMPLICON,302,7378766,PRJNA639618,SAMN15241204,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",2697670,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-15,1904-01-01T13:12:00,50,50,100,20161015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,coral reef,not applicable,tissue,SRX8554292,Orbicella,faveolata,C654_S189_L001_R1_001.fastq.gz,C654_S189_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E18.Orbi.fav.V3A.20161015.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.VNA.NA.20161015.T.C654,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C654,Varadero_3A,Varadero,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,9,NA
SRR12022669,AMPLICON,302,14886486,PRJNA639618,SAMN15241159,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",5524703,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:00:00,1,4,5,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554291,Orbicella,faveolata,C605_S80_L001_R1_001.fastq.gz,C605_S80_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V20.pre.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V20.pre.20161014.T.C605,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_16,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C605,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,20,30,y,pretransplantation,Varadero,pretransplantation,10,alive
SRR12022670,AMPLICON,302,10555504,PRJNA639618,SAMN15241203,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",4110608,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-15,1904-01-01T13:02:00,5,18,18,20161015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4.2,coral reef,not applicable,tissue,SRX8554290,Siderastrea,siderea,C653_S98_L001_R1_001.fastq.gz,C653_S98_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Siderastrea siderea,E18.Side.sid.V3B.20161015.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Side.sid.VNA.NA.20161015.T.C653,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C653,Varadero_3B,Varadero,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,9,NA
SRR12022671,AMPLICON,302,6375824,PRJNA639618,SAMN15241202,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",2220019,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-15,1904-01-01T12:58:00,50,110,100,20161015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554289,Orbicella,faveolata,C652_S188_L001_R1_001.fastq.gz,C652_S188_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E18.Orbi.fav.V3B.20161015.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.VNA.NA.20161015.T.C652,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C652,Varadero_3B,Varadero,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,9,NA
SRR12022672,AMPLICON,302,6775068,PRJNA639618,SAMN15241201,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",2528193,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-15,1904-01-01T14:57:00,5,16,3,20161015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4.5,coral reef,not applicable,tissue,SRX8554288,Siderastrea,siderea,C651_S187_L001_R1_001.fastq.gz,C651_S187_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Siderastrea siderea,E18.Side.sid.V2C.20161015.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Side.sid.VNA.NA.20161015.T.C651,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C651,Varadero_2C,Varadero,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,9,NA
SRR12022673,AMPLICON,302,10097068,PRJNA639618,SAMN15241200,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",3632919,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-15,1904-01-01T10:16:00,80,100,80,20161015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4,coral reef,not applicable,tissue,SRX8554287,Orbicella,faveolata,C649_S186_L001_R1_001.fastq.gz,C649_S186_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E18.Orbi.fav.V2C.20161015.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.VNA.NA.20161015.T.C649,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C649,Varadero_2C,Varadero,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,9,NA
SRR12022674,AMPLICON,302,19420110,PRJNA639618,SAMN15241199,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",7592068,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-15,1904-01-01T10:07:00,5,20,8,20161015,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4.5,coral reef,not applicable,tissue,SRX8554286,Siderastrea,siderea,C648_S97_L001_R1_001.fastq.gz,C648_S97_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Siderastrea siderea,E18.Side.sid.V2B.20161015.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Side.sid.VNA.NA.20161015.T.C648,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C648,Varadero_2B,Varadero,SRP267486,NA,rubble,NA,NA,30,n,NA,NA,NA,9,NA
